GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G5500970","2010-2014",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portage County, Wisconsin",50837,"Portage County, Wisconsin",1346
"G5500990","2010-2014",,,"Wisconsin","55","Price County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Price County, Wisconsin",43581,"Price County, Wisconsin",1253
"G5501010","2010-2014",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine County, Wisconsin",55055,"Racine County, Wisconsin",1114
"G5501030","2010-2014",,,"Wisconsin","55","Richland County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Wisconsin",44785,"Richland County, Wisconsin",1585
"G5501050","2010-2014",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Wisconsin",49645,"Rock County, Wisconsin",1123
"G5501070","2010-2014",,,"Wisconsin","55","Rusk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Wisconsin",38728,"Rusk County, Wisconsin",1894
"G5501090","2010-2014",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Croix County, Wisconsin",70313,"St. Croix County, Wisconsin",2458
"G5501110","2010-2014",,,"Wisconsin","55","Sauk County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sauk County, Wisconsin",50982,"Sauk County, Wisconsin",1466
"G5501130","2010-2014",,,"Wisconsin","55","Sawyer County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sawyer County, Wisconsin",40658,"Sawyer County, Wisconsin",1823
"G5501150","2010-2014",,,"Wisconsin","55","Shawano County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawano County, Wisconsin",46903,"Shawano County, Wisconsin",1455
"G5501170","2010-2014",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheboygan County, Wisconsin",53029,"Sheboygan County, Wisconsin",962
"G5501190","2010-2014",,,"Wisconsin","55","Taylor County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Wisconsin",45424,"Taylor County, Wisconsin",1989
"G5501210","2010-2014",,,"Wisconsin","55","Trempealeau County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trempealeau County, Wisconsin",49493,"Trempealeau County, Wisconsin",1259
"G5501230","2010-2014",,,"Wisconsin","55","Vernon County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon County, Wisconsin",47075,"Vernon County, Wisconsin",1820
"G5501250","2010-2014",,,"Wisconsin","55","Vilas County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vilas County, Wisconsin",40501,"Vilas County, Wisconsin",1547
"G5501270","2010-2014",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walworth County, Wisconsin",53998,"Walworth County, Wisconsin",1535
"G5501290","2010-2014",,,"Wisconsin","55","Washburn County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washburn County, Wisconsin",41749,"Washburn County, Wisconsin",1204
"G5501310","2010-2014",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Wisconsin",67650,"Washington County, Wisconsin",1664
"G5501330","2010-2014",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha County, Wisconsin",76319,"Waukesha County, Wisconsin",864
"G5501350","2010-2014",,,"Wisconsin","55","Waupaca County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waupaca County, Wisconsin",52007,"Waupaca County, Wisconsin",1606
"G5501370","2010-2014",,,"Wisconsin","55","Waushara County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waushara County, Wisconsin",43982,"Waushara County, Wisconsin",1088
"G5501390","2010-2014",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Wisconsin",51949,"Winnebago County, Wisconsin",900
"G5501410","2010-2014",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Wisconsin",48241,"Wood County, Wisconsin",1661
"G5600010","2010-2014",,,"Wyoming","56","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, Wyoming",42298,"Albany County, Wyoming",2969
"G5600030","2010-2014",,,"Wyoming","56","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Wyoming",52432,"Big Horn County, Wyoming",3437
"G5600050","2010-2014",,,"Wyoming","56","Campbell County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Wyoming",78609,"Campbell County, Wyoming",4364
"G5600070","2010-2014",,,"Wyoming","56","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Wyoming",56933,"Carbon County, Wyoming",4249
"G5600090","2010-2014",,,"Wyoming","56","Converse County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Converse County, Wyoming",61820,"Converse County, Wyoming",4407
"G5600110","2010-2014",,,"Wyoming","56","Crook County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crook County, Wyoming",58795,"Crook County, Wyoming",5007
"G5600130","2010-2014",,,"Wyoming","56","Fremont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Wyoming",51749,"Fremont County, Wyoming",2474
"G5600150","2010-2014",,,"Wyoming","56","Goshen County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goshen County, Wyoming",45287,"Goshen County, Wyoming",4518
"G5600170","2010-2014",,,"Wyoming","56","Hot Springs County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Springs County, Wyoming",45385,"Hot Springs County, Wyoming",6743
"G5600190","2010-2014",,,"Wyoming","56","Johnson County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Wyoming",56708,"Johnson County, Wyoming",7144
"G5600210","2010-2014",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laramie County, Wyoming",58324,"Laramie County, Wyoming",1920
"G5600230","2010-2014",,,"Wyoming","56","Lincoln County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Wyoming",66530,"Lincoln County, Wyoming",4588
"G5600250","2010-2014",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natrona County, Wyoming",56769,"Natrona County, Wyoming",2136
"G5600270","2010-2014",,,"Wyoming","56","Niobrara County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niobrara County, Wyoming",39567,"Niobrara County, Wyoming",8288
"G5600290","2010-2014",,,"Wyoming","56","Park County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Wyoming",56318,"Park County, Wyoming",3504
"G5600310","2010-2014",,,"Wyoming","56","Platte County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Wyoming",41299,"Platte County, Wyoming",7104
"G5600330","2010-2014",,,"Wyoming","56","Sheridan County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Wyoming",56015,"Sheridan County, Wyoming",2762
"G5600350","2010-2014",,,"Wyoming","56","Sublette County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sublette County, Wyoming",78578,"Sublette County, Wyoming",8410
"G5600370","2010-2014",,,"Wyoming","56","Sweetwater County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweetwater County, Wyoming",69448,"Sweetwater County, Wyoming",4924
"G5600390","2010-2014",,,"Wyoming","56","Teton County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Wyoming",73572,"Teton County, Wyoming",5436
"G5600410","2010-2014",,,"Wyoming","56","Uinta County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uinta County, Wyoming",56158,"Uinta County, Wyoming",4267
"G5600430","2010-2014",,,"Wyoming","56","Washakie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washakie County, Wyoming",45696,"Washakie County, Wyoming",4984
"G5600450","2010-2014",,,"Wyoming","56","Weston County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston County, Wyoming",53920,"Weston County, Wyoming",5121
"G7200010","2010-2014",,,"Puerto Rico","72","Adjuntas Municipio","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adjuntas Municipio, Puerto Rico",10550,"Adjuntas Municipio, Puerto Rico",1358
"G7200030","2010-2014",,,"Puerto Rico","72","Aguada Municipio","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aguada Municipio, Puerto Rico",16376,"Aguada Municipio, Puerto Rico",969
"G7200050","2010-2014",,,"Puerto Rico","72","Aguadilla Municipio","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aguadilla Municipio, Puerto Rico",16767,"Aguadilla Municipio, Puerto Rico",867
"G7200070","2010-2014",,,"Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aguas Buenas Municipio, Puerto Rico",15081,"Aguas Buenas Municipio, Puerto Rico",1239
"G7200090","2010-2014",,,"Puerto Rico","72","Aibonito Municipio","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aibonito Municipio, Puerto Rico",16962,"Aibonito Municipio, Puerto Rico",1383
"G7200110","2010-2014",,,"Puerto Rico","72","Añasco Municipio","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Añasco Municipio, Puerto Rico",17147,"Añasco Municipio, Puerto Rico",967
"G7200130","2010-2014",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arecibo Municipio, Puerto Rico",16997,"Arecibo Municipio, Puerto Rico",767
"G7200150","2010-2014",,,"Puerto Rico","72","Arroyo Municipio","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arroyo Municipio, Puerto Rico",15863,"Arroyo Municipio, Puerto Rico",1481
"G7200170","2010-2014",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barceloneta Municipio, Puerto Rico",15228,"Barceloneta Municipio, Puerto Rico",1452
"G7200190","2010-2014",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barranquitas Municipio, Puerto Rico",15109,"Barranquitas Municipio, Puerto Rico",1331
"G7200210","2010-2014",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayamón Municipio, Puerto Rico",24597,"Bayamón Municipio, Puerto Rico",627
"G7200230","2010-2014",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabo Rojo Municipio, Puerto Rico",16880,"Cabo Rojo Municipio, Puerto Rico",1242
"G7200250","2010-2014",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas Municipio, Puerto Rico",24083,"Caguas Municipio, Puerto Rico",767
"G7200270","2010-2014",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camuy Municipio, Puerto Rico",19490,"Camuy Municipio, Puerto Rico",1493
"G7200290","2010-2014",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canóvanas Municipio, Puerto Rico",20494,"Canóvanas Municipio, Puerto Rico",1315
"G7200310","2010-2014",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carolina Municipio, Puerto Rico",28660,"Carolina Municipio, Puerto Rico",976
"G7200330","2010-2014",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cataño Municipio, Puerto Rico",18625,"Cataño Municipio, Puerto Rico",1788
"G7200350","2010-2014",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayey Municipio, Puerto Rico",21058,"Cayey Municipio, Puerto Rico",1242
"G7200370","2010-2014",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ceiba Municipio, Puerto Rico",20339,"Ceiba Municipio, Puerto Rico",2524
"G7200390","2010-2014",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ciales Municipio, Puerto Rico",12565,"Ciales Municipio, Puerto Rico",1124
"G7200410","2010-2014",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cidra Municipio, Puerto Rico",23452,"Cidra Municipio, Puerto Rico",1184
"G7200430","2010-2014",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coamo Municipio, Puerto Rico",17938,"Coamo Municipio, Puerto Rico",1060
"G7200450","2010-2014",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comerío Municipio, Puerto Rico",13680,"Comerío Municipio, Puerto Rico",1614
"G7200470","2010-2014",,,"Puerto Rico","72","Corozal Municipio","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corozal Municipio, Puerto Rico",17020,"Corozal Municipio, Puerto Rico",1439
"G7200490","2010-2014",,,"Puerto Rico","72","Culebra Municipio","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Culebra Municipio, Puerto Rico",18167,"Culebra Municipio, Puerto Rico",3907
"G7200510","2010-2014",,,"Puerto Rico","72","Dorado Municipio","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorado Municipio, Puerto Rico",27924,"Dorado Municipio, Puerto Rico",2746
"G7200530","2010-2014",,,"Puerto Rico","72","Fajardo Municipio","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fajardo Municipio, Puerto Rico",20531,"Fajardo Municipio, Puerto Rico",1626
"G7200540","2010-2014",,,"Puerto Rico","72","Florida Municipio","054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florida Municipio, Puerto Rico",15992,"Florida Municipio, Puerto Rico",2620
"G7200550","2010-2014",,,"Puerto Rico","72","Guánica Municipio","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guánica Municipio, Puerto Rico",13635,"Guánica Municipio, Puerto Rico",993
"G7200570","2010-2014",,,"Puerto Rico","72","Guayama Municipio","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guayama Municipio, Puerto Rico",16765,"Guayama Municipio, Puerto Rico",991
"G7200590","2010-2014",,,"Puerto Rico","72","Guayanilla Municipio","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guayanilla Municipio, Puerto Rico",15483,"Guayanilla Municipio, Puerto Rico",1359
"G7200610","2010-2014",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo Municipio, Puerto Rico",34450,"Guaynabo Municipio, Puerto Rico",1311
"G7200630","2010-2014",,,"Puerto Rico","72","Gurabo Municipio","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gurabo Municipio, Puerto Rico",27909,"Gurabo Municipio, Puerto Rico",2577
"G7200650","2010-2014",,,"Puerto Rico","72","Hatillo Municipio","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hatillo Municipio, Puerto Rico",19130,"Hatillo Municipio, Puerto Rico",1225
"G7200670","2010-2014",,,"Puerto Rico","72","Hormigueros Municipio","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hormigueros Municipio, Puerto Rico",21323,"Hormigueros Municipio, Puerto Rico",1848
"G7200690","2010-2014",,,"Puerto Rico","72","Humacao Municipio","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humacao Municipio, Puerto Rico",20251,"Humacao Municipio, Puerto Rico",1137
"G7200710","2010-2014",,,"Puerto Rico","72","Isabela Municipio","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isabela Municipio, Puerto Rico",15740,"Isabela Municipio, Puerto Rico",819
"G7200730","2010-2014",,,"Puerto Rico","72","Jayuya Municipio","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jayuya Municipio, Puerto Rico",16111,"Jayuya Municipio, Puerto Rico",1926
"G7200750","2010-2014",,,"Puerto Rico","72","Juana Díaz Municipio","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juana Díaz Municipio, Puerto Rico",18758,"Juana Díaz Municipio, Puerto Rico",983
"G7200770","2010-2014",,,"Puerto Rico","72","Juncos Municipio","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juncos Municipio, Puerto Rico",19288,"Juncos Municipio, Puerto Rico",1339
"G7200790","2010-2014",,,"Puerto Rico","72","Lajas Municipio","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lajas Municipio, Puerto Rico",13422,"Lajas Municipio, Puerto Rico",1330
"G7200810","2010-2014",,,"Puerto Rico","72","Lares Municipio","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lares Municipio, Puerto Rico",11929,"Lares Municipio, Puerto Rico",828
"G7200830","2010-2014",,,"Puerto Rico","72","Las Marías Municipio","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Marías Municipio, Puerto Rico",14928,"Las Marías Municipio, Puerto Rico",1996
"G7200850","2010-2014",,,"Puerto Rico","72","Las Piedras Municipio","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Piedras Municipio, Puerto Rico",19929,"Las Piedras Municipio, Puerto Rico",2110
"G7200870","2010-2014",,,"Puerto Rico","72","Loíza Municipio","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loíza Municipio, Puerto Rico",18456,"Loíza Municipio, Puerto Rico",1039
"G7200890","2010-2014",,,"Puerto Rico","72","Luquillo Municipio","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luquillo Municipio, Puerto Rico",18256,"Luquillo Municipio, Puerto Rico",1643
"G7200910","2010-2014",,,"Puerto Rico","72","Manatí Municipio","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manatí Municipio, Puerto Rico",18796,"Manatí Municipio, Puerto Rico",1159
"G7200930","2010-2014",,,"Puerto Rico","72","Maricao Municipio","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricao Municipio, Puerto Rico",14149,"Maricao Municipio, Puerto Rico",2154
"G7200950","2010-2014",,,"Puerto Rico","72","Maunabo Municipio","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maunabo Municipio, Puerto Rico",17866,"Maunabo Municipio, Puerto Rico",2534
"G7200970","2010-2014",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayagüez Municipio, Puerto Rico",15402,"Mayagüez Municipio, Puerto Rico",675
"G7200990","2010-2014",,,"Puerto Rico","72","Moca Municipio","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moca Municipio, Puerto Rico",15301,"Moca Municipio, Puerto Rico",1334
"G7201010","2010-2014",,,"Puerto Rico","72","Morovis Municipio","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morovis Municipio, Puerto Rico",16086,"Morovis Municipio, Puerto Rico",1471
"G7201030","2010-2014",,,"Puerto Rico","72","Naguabo Municipio","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naguabo Municipio, Puerto Rico",18295,"Naguabo Municipio, Puerto Rico",1631
"G7201050","2010-2014",,,"Puerto Rico","72","Naranjito Municipio","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naranjito Municipio, Puerto Rico",17478,"Naranjito Municipio, Puerto Rico",1417
"G7201070","2010-2014",,,"Puerto Rico","72","Orocovis Municipio","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orocovis Municipio, Puerto Rico",14549,"Orocovis Municipio, Puerto Rico",1267
"G7201090","2010-2014",,,"Puerto Rico","72","Patillas Municipio","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patillas Municipio, Puerto Rico",14343,"Patillas Municipio, Puerto Rico",1311
"G7201110","2010-2014",,,"Puerto Rico","72","Peñuelas Municipio","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peñuelas Municipio, Puerto Rico",15506,"Peñuelas Municipio, Puerto Rico",1322
"G7201130","2010-2014",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce Municipio, Puerto Rico",16807,"Ponce Municipio, Puerto Rico",481
"G7201150","2010-2014",,,"Puerto Rico","72","Quebradillas Municipio","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quebradillas Municipio, Puerto Rico",15277,"Quebradillas Municipio, Puerto Rico",1420
"G7201170","2010-2014",,,"Puerto Rico","72","Rincón Municipio","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rincón Municipio, Puerto Rico",16704,"Rincón Municipio, Puerto Rico",1130
"G7201190","2010-2014",,,"Puerto Rico","72","Río Grande Municipio","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Río Grande Municipio, Puerto Rico",22372,"Río Grande Municipio, Puerto Rico",1727
"G7201210","2010-2014",,,"Puerto Rico","72","Sabana Grande Municipio","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabana Grande Municipio, Puerto Rico",15054,"Sabana Grande Municipio, Puerto Rico",1497
"G7201230","2010-2014",,,"Puerto Rico","72","Salinas Municipio","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas Municipio, Puerto Rico",13871,"Salinas Municipio, Puerto Rico",1408
"G7201250","2010-2014",,,"Puerto Rico","72","San Germán Municipio","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Germán Municipio, Puerto Rico",15091,"San Germán Municipio, Puerto Rico",1160
"G7201270","2010-2014",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan Municipio, Puerto Rico",22266,"San Juan Municipio, Puerto Rico",474
"G7201290","2010-2014",,,"Puerto Rico","72","San Lorenzo Municipio","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo Municipio, Puerto Rico",17116,"San Lorenzo Municipio, Puerto Rico",1106
"G7201310","2010-2014",,,"Puerto Rico","72","San Sebastián Municipio","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Sebastián Municipio, Puerto Rico",14726,"San Sebastián Municipio, Puerto Rico",996
"G7201330","2010-2014",,,"Puerto Rico","72","Santa Isabel Municipio","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Isabel Municipio, Puerto Rico",16344,"Santa Isabel Municipio, Puerto Rico",1598
"G7201350","2010-2014",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toa Alta Municipio, Puerto Rico",29183,"Toa Alta Municipio, Puerto Rico",1523
"G7201370","2010-2014",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toa Baja Municipio, Puerto Rico",23642,"Toa Baja Municipio, Puerto Rico",869
"G7201390","2010-2014",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trujillo Alto Municipio, Puerto Rico",30687,"Trujillo Alto Municipio, Puerto Rico",1489
"G7201410","2010-2014",,,"Puerto Rico","72","Utuado Municipio","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utuado Municipio, Puerto Rico",15291,"Utuado Municipio, Puerto Rico",946
"G7201430","2010-2014",,,"Puerto Rico","72","Vega Alta Municipio","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vega Alta Municipio, Puerto Rico",17944,"Vega Alta Municipio, Puerto Rico",1163
