GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G2902270","2010-2014",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",42905,"Worth County, Missouri",4621
"G2902290","2010-2014",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",30029,"Wright County, Missouri",2886
"G2905100","2010-2014",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",34800,"St. Louis city, Missouri",686
"G3000010","2010-2014",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",42577,"Beaverhead County, Montana",4452
"G3000030","2010-2014",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",42650,"Big Horn County, Montana",3875
"G3000050","2010-2014",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",37065,"Blaine County, Montana",2693
"G3000070","2010-2014",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",48211,"Broadwater County, Montana",2231
"G3000090","2010-2014",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",48979,"Carbon County, Montana",2731
"G3000110","2010-2014",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",44453,"Carter County, Montana",4571
"G3000130","2010-2014",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",45091,"Cascade County, Montana",1368
"G3000150","2010-2014",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",41270,"Chouteau County, Montana",2932
"G3000170","2010-2014",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",46125,"Custer County, Montana",6187
"G3000190","2010-2014",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",48643,"Daniels County, Montana",4673
"G3000210","2010-2014",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",49955,"Dawson County, Montana",6871
"G3000230","2010-2014",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",41015,"Deer Lodge County, Montana",2826
"G3000250","2010-2014",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",51595,"Fallon County, Montana",8154
"G3000270","2010-2014",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",42865,"Fergus County, Montana",3797
"G3000290","2010-2014",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",46858,"Flathead County, Montana",1432
"G3000310","2010-2014",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",54298,"Gallatin County, Montana",2242
"G3000330","2010-2014",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",51000,"Garfield County, Montana",7938
"G3000350","2010-2014",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",33493,"Glacier County, Montana",3556
"G3000370","2010-2014",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",42083,"Golden Valley County, Montana",5144
"G3000390","2010-2014",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",49583,"Granite County, Montana",5222
"G3000410","2010-2014",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",44368,"Hill County, Montana",2545
"G3000430","2010-2014",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",61460,"Jefferson County, Montana",4127
"G3000450","2010-2014",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",45670,"Judith Basin County, Montana",4010
"G3000470","2010-2014",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",38492,"Lake County, Montana",2773
"G3000490","2010-2014",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",55594,"Lewis and Clark County, Montana",2029
"G3000510","2010-2014",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",46250,"Liberty County, Montana",6081
"G3000530","2010-2014",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",35603,"Lincoln County, Montana",3713
"G3000550","2010-2014",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",48194,"McCone County, Montana",8968
"G3000570","2010-2014",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",44764,"Madison County, Montana",4329
"G3000590","2010-2014",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",38144,"Meagher County, Montana",4229
"G3000610","2010-2014",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",33060,"Mineral County, Montana",2717
"G3000630","2010-2014",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",47029,"Missoula County, Montana",1733
"G3000650","2010-2014",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",45096,"Musselshell County, Montana",11661
"G3000670","2010-2014",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",42506,"Park County, Montana",2237
"G3000690","2010-2014",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",40250,"Petroleum County, Montana",11379
"G3000710","2010-2014",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",38426,"Phillips County, Montana",8164
"G3000730","2010-2014",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",40969,"Pondera County, Montana",4810
"G3000750","2010-2014",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",44167,"Powder River County, Montana",7341
"G3000770","2010-2014",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",41326,"Powell County, Montana",4066
"G3000790","2010-2014",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",40580,"Prairie County, Montana",4334
"G3000810","2010-2014",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",38366,"Ravalli County, Montana",2163
"G3000830","2010-2014",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",61438,"Richland County, Montana",5467
"G3000850","2010-2014",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",36825,"Roosevelt County, Montana",3162
"G3000870","2010-2014",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",50924,"Rosebud County, Montana",4132
"G3000890","2010-2014",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",31665,"Sanders County, Montana",1312
"G3000910","2010-2014",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",47348,"Sheridan County, Montana",5835
"G3000930","2010-2014",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",37503,"Silver Bow County, Montana",2093
"G3000950","2010-2014",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",58326,"Stillwater County, Montana",4385
"G3000970","2010-2014",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",51797,"Sweet Grass County, Montana",8355
"G3000990","2010-2014",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",45572,"Teton County, Montana",2044
"G3001010","2010-2014",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",46917,"Toole County, Montana",6272
"G3001030","2010-2014",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",40682,"Treasure County, Montana",5153
"G3001050","2010-2014",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",49198,"Valley County, Montana",3652
"G3001070","2010-2014",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",33825,"Wheatland County, Montana",4185
"G3001090","2010-2014",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",39097,"Wibaux County, Montana",11312
"G3001110","2010-2014",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",51743,"Yellowstone County, Montana",1322
"G3100010","2010-2014",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",51342,"Adams County, Nebraska",2760
"G3100030","2010-2014",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",45417,"Antelope County, Nebraska",4271
"G3100050","2010-2014",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",41103,"Arthur County, Nebraska",2758
"G3100070","2010-2014",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",46875,"Banner County, Nebraska",12484
"G3100090","2010-2014",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",48214,"Blaine County, Nebraska",10394
"G3100110","2010-2014",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",47450,"Boone County, Nebraska",4777
"G3100130","2010-2014",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",49367,"Box Butte County, Nebraska",5630
"G3100150","2010-2014",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",40083,"Boyd County, Nebraska",3355
"G3100170","2010-2014",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",34645,"Brown County, Nebraska",3987
"G3100190","2010-2014",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",52562,"Buffalo County, Nebraska",2237
"G3100210","2010-2014",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",46988,"Burt County, Nebraska",1936
"G3100230","2010-2014",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",49241,"Butler County, Nebraska",2256
"G3100250","2010-2014",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",65560,"Cass County, Nebraska",2516
"G3100270","2010-2014",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",49507,"Cedar County, Nebraska",3206
"G3100290","2010-2014",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",48450,"Chase County, Nebraska",5555
"G3100310","2010-2014",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",46817,"Cherry County, Nebraska",3548
"G3100330","2010-2014",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",54094,"Cheyenne County, Nebraska",2889
"G3100350","2010-2014",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",50682,"Clay County, Nebraska",2521
"G3100370","2010-2014",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",52086,"Colfax County, Nebraska",3356
"G3100390","2010-2014",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",49872,"Cuming County, Nebraska",3913
"G3100410","2010-2014",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",44336,"Custer County, Nebraska",2521
"G3100430","2010-2014",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",48508,"Dakota County, Nebraska",4645
"G3100450","2010-2014",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",41267,"Dawes County, Nebraska",4085
"G3100470","2010-2014",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",48104,"Dawson County, Nebraska",1708
"G3100490","2010-2014",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",50764,"Deuel County, Nebraska",4649
"G3100510","2010-2014",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",49634,"Dixon County, Nebraska",2372
"G3100530","2010-2014",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",47991,"Dodge County, Nebraska",2000
"G3100550","2010-2014",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",53444,"Douglas County, Nebraska",702
"G3100570","2010-2014",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",47636,"Dundy County, Nebraska",7090
"G3100590","2010-2014",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",52063,"Fillmore County, Nebraska",2515
"G3100610","2010-2014",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",45707,"Franklin County, Nebraska",5160
"G3100630","2010-2014",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",48713,"Frontier County, Nebraska",3543
"G3100650","2010-2014",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",40765,"Furnas County, Nebraska",3284
"G3100670","2010-2014",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",49021,"Gage County, Nebraska",2806
"G3100690","2010-2014",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",41410,"Garden County, Nebraska",4904
"G3100710","2010-2014",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",41776,"Garfield County, Nebraska",3196
"G3100730","2010-2014",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",50063,"Gosper County, Nebraska",7261
"G3100750","2010-2014",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",45268,"Grant County, Nebraska",5305
"G3100770","2010-2014",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",43226,"Greeley County, Nebraska",4462
"G3100790","2010-2014",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",49178,"Hall County, Nebraska",1600
"G3100810","2010-2014",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",58382,"Hamilton County, Nebraska",2704
"G3100830","2010-2014",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",46859,"Harlan County, Nebraska",3394
"G3100850","2010-2014",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",48750,"Hayes County, Nebraska",11599
"G3100870","2010-2014",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",35938,"Hitchcock County, Nebraska",3815
"G3100890","2010-2014",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",45782,"Holt County, Nebraska",2717
"G3100910","2010-2014",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",38011,"Hooker County, Nebraska",2946
"G3100930","2010-2014",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",48750,"Howard County, Nebraska",2830
"G3100950","2010-2014",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",44449,"Jefferson County, Nebraska",2802
"G3100970","2010-2014",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",44057,"Johnson County, Nebraska",3192
"G3100990","2010-2014",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",55670,"Kearney County, Nebraska",3726
"G3101010","2010-2014",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",42326,"Keith County, Nebraska",4782
"G3101030","2010-2014",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",39028,"Keya Paha County, Nebraska",7282
"G3101050","2010-2014",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",42219,"Kimball County, Nebraska",4169
"G3101070","2010-2014",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",43709,"Knox County, Nebraska",2669
"G3101090","2010-2014",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",51916,"Lancaster County, Nebraska",888
"G3101110","2010-2014",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",49250,"Lincoln County, Nebraska",3074
"G3101130","2010-2014",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",45179,"Logan County, Nebraska",4025
"G3101150","2010-2014",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",55125,"Loup County, Nebraska",6906
"G3101170","2010-2014",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",57763,"McPherson County, Nebraska",4726
"G3101190","2010-2014",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",47622,"Madison County, Nebraska",2046
"G3101210","2010-2014",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",49637,"Merrick County, Nebraska",2892
"G3101230","2010-2014",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",45000,"Morrill County, Nebraska",2470
"G3101250","2010-2014",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",46220,"Nance County, Nebraska",4761
"G3101270","2010-2014",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",47875,"Nemaha County, Nebraska",7458
"G3101290","2010-2014",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",42404,"Nuckolls County, Nebraska",6182
"G3101310","2010-2014",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",51316,"Otoe County, Nebraska",3015
"G3101330","2010-2014",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",38462,"Pawnee County, Nebraska",4827
"G3101350","2010-2014",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",56333,"Perkins County, Nebraska",6285
"G3101370","2010-2014",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",51396,"Phelps County, Nebraska",3121
"G3101390","2010-2014",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",52178,"Pierce County, Nebraska",2151
"G3101410","2010-2014",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",55391,"Platte County, Nebraska",2240
"G3101430","2010-2014",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",54375,"Polk County, Nebraska",2094
"G3101450","2010-2014",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",43627,"Red Willow County, Nebraska",4373
"G3101470","2010-2014",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",40765,"Richardson County, Nebraska",5581
"G3101490","2010-2014",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",48854,"Rock County, Nebraska",4637
"G3101510","2010-2014",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",46814,"Saline County, Nebraska",3328
"G3101530","2010-2014",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",70121,"Sarpy County, Nebraska",1455
"G3101550","2010-2014",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",60487,"Saunders County, Nebraska",1968
"G3101570","2010-2014",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",46443,"Scotts Bluff County, Nebraska",1526
"G3101590","2010-2014",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",59503,"Seward County, Nebraska",2122
"G3101610","2010-2014",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",40489,"Sheridan County, Nebraska",2196
"G3101630","2010-2014",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",46301,"Sherman County, Nebraska",2719
"G3101650","2010-2014",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",40625,"Sioux County, Nebraska",5466
"G3101670","2010-2014",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",53532,"Stanton County, Nebraska",3711
"G3101690","2010-2014",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",45213,"Thayer County, Nebraska",1855
"G3101710","2010-2014",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",52105,"Thomas County, Nebraska",4583
"G3101730","2010-2014",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",40494,"Thurston County, Nebraska",1435
"G3101750","2010-2014",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",42708,"Valley County, Nebraska",4326
"G3101770","2010-2014",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",68207,"Washington County, Nebraska",5050
"G3101790","2010-2014",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",53808,"Wayne County, Nebraska",7635
"G3101810","2010-2014",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",41107,"Webster County, Nebraska",4365
"G3101830","2010-2014",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",44107,"Wheeler County, Nebraska",4233
"G3101850","2010-2014",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",50922,"York County, Nebraska",2029
"G3200010","2010-2014",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",46195,"Churchill County, Nevada",2321
"G3200030","2010-2014",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",52070,"Clark County, Nevada",360
