GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G3400410","2015-2019","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",81307,"Warren County, New Jersey",2239
"G3500010","2015-2019","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",53329,"Bernalillo County, New Mexico",765
"G3500030","2015-2019","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",41910,"Catron County, New Mexico",5809
"G3500050","2015-2019","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",43359,"Chaves County, New Mexico",2155
"G3500060","2015-2019","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",39413,"Cibola County, New Mexico",3522
"G3500070","2015-2019","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",36302,"Colfax County, New Mexico",4075
"G3500090","2015-2019","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",45092,"Curry County, New Mexico",2676
"G3500110","2015-2019","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",31625,"De Baca County, New Mexico",4756
"G3500130","2015-2019","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",40973,"Doña Ana County, New Mexico",1947
"G3500150","2015-2019","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",65328,"Eddy County, New Mexico",3613
"G3500170","2015-2019","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",37843,"Grant County, New Mexico",4507
"G3500190","2015-2019","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",24798,"Guadalupe County, New Mexico",5678
"G3500210","2015-2019","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",29375,"Harding County, New Mexico",5700
"G3500230","2015-2019","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",42526,"Hidalgo County, New Mexico",9509
"G3500250","2015-2019","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",60546,"Lea County, New Mexico",2950
"G3500270","2015-2019","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",46216,"Lincoln County, New Mexico",7003
"G3500280","2015-2019","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",121324,"Los Alamos County, New Mexico",4613
"G3500290","2015-2019","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",29360,"Luna County, New Mexico",1783
"G3500310","2015-2019","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",33834,"McKinley County, New Mexico",1536
"G3500330","2015-2019","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",28446,"Mora County, New Mexico",9831
"G3500350","2015-2019","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",41988,"Otero County, New Mexico",1745
"G3500370","2015-2019","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",29035,"Quay County, New Mexico",2165
"G3500390","2015-2019","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",39952,"Rio Arriba County, New Mexico",2593
"G3500410","2015-2019","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",42702,"Roosevelt County, New Mexico",4047
"G3500430","2015-2019","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",63802,"Sandoval County, New Mexico",1918
"G3500450","2015-2019","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",50518,"San Juan County, New Mexico",1562
"G3500470","2015-2019","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047",,,"San Miguel County, New Mexico",30946,"San Miguel County, New Mexico",2179
"G3500490","2015-2019","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049",,,"Santa Fe County, New Mexico",61200,"Santa Fe County, New Mexico",1600
"G3500510","2015-2019","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051",,,"Sierra County, New Mexico",29755,"Sierra County, New Mexico",2574
"G3500530","2015-2019","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053",,,"Socorro County, New Mexico",42083,"Socorro County, New Mexico",3749
"G3500550","2015-2019","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055",,,"Taos County, New Mexico",38329,"Taos County, New Mexico",3996
"G3500570","2015-2019","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057",,,"Torrance County, New Mexico",36120,"Torrance County, New Mexico",3536
"G3500590","2015-2019","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059",,,"Union County, New Mexico",35884,"Union County, New Mexico",5089
"G3500610","2015-2019","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061",,,"Valencia County, New Mexico",48945,"Valencia County, New Mexico",1475
"G3600010","2015-2019","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001",,,"Albany County, New York",66252,"Albany County, New York",1431
"G3600030","2015-2019","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003",,,"Allegany County, New York",48412,"Allegany County, New York",1419
"G3600050","2015-2019","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005",,,"Bronx County, New York",40088,"Bronx County, New York",526
"G3600070","2015-2019","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007",,,"Broome County, New York",52226,"Broome County, New York",1460
"G3600090","2015-2019","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009",,,"Cattaraugus County, New York",48703,"Cattaraugus County, New York",1620
"G3600110","2015-2019","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011",,,"Cayuga County, New York",58377,"Cayuga County, New York",1860
"G3600130","2015-2019","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013",,,"Chautauqua County, New York",46820,"Chautauqua County, New York",1192
"G3600150","2015-2019","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015",,,"Chemung County, New York",54940,"Chemung County, New York",2058
"G3600170","2015-2019","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017",,,"Chenango County, New York",52002,"Chenango County, New York",2146
"G3600190","2015-2019","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019",,,"Clinton County, New York",56365,"Clinton County, New York",1585
"G3600210","2015-2019","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021",,,"Columbia County, New York",66787,"Columbia County, New York",2129
"G3600230","2015-2019","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023",,,"Cortland County, New York",56023,"Cortland County, New York",1867
"G3600250","2015-2019","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025",,,"Delaware County, New York",49544,"Delaware County, New York",2495
"G3600270","2015-2019","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027",,,"Dutchess County, New York",81219,"Dutchess County, New York",1464
"G3600290","2015-2019","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029",,,"Erie County, New York",58121,"Erie County, New York",701
"G3600310","2015-2019","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031",,,"Essex County, New York",56763,"Essex County, New York",1895
"G3600330","2015-2019","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033",,,"Franklin County, New York",50407,"Franklin County, New York",2230
"G3600350","2015-2019","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035",,,"Fulton County, New York",50482,"Fulton County, New York",2194
"G3600370","2015-2019","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037",,,"Genesee County, New York",60524,"Genesee County, New York",2085
"G3600390","2015-2019","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039",,,"Greene County, New York",53601,"Greene County, New York",1989
"G3600410","2015-2019","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041",,,"Hamilton County, New York",58675,"Hamilton County, New York",2741
"G3600430","2015-2019","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043",,,"Herkimer County, New York",54646,"Herkimer County, New York",1772
"G3600450","2015-2019","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045",,,"Jefferson County, New York",52685,"Jefferson County, New York",1357
"G3600470","2015-2019","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047",,,"Kings County, New York",60231,"Kings County, New York",637
"G3600490","2015-2019","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049",,,"Lewis County, New York",54524,"Lewis County, New York",1778
"G3600510","2015-2019","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051",,,"Livingston County, New York",59510,"Livingston County, New York",2388
"G3600530","2015-2019","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053",,,"Madison County, New York",61633,"Madison County, New York",1984
"G3600550","2015-2019","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055",,,"Monroe County, New York",60075,"Monroe County, New York",657
"G3600570","2015-2019","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057",,,"Montgomery County, New York",49462,"Montgomery County, New York",2159
"G3600590","2015-2019","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059",,,"Nassau County, New York",116100,"Nassau County, New York",1093
"G3600610","2015-2019","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061",,,"New York County, New York",86553,"New York County, New York",987
"G3600630","2015-2019","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063",,,"Niagara County, New York",55522,"Niagara County, New York",1262
"G3600650","2015-2019","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065",,,"Oneida County, New York",56027,"Oneida County, New York",1050
"G3600670","2015-2019","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067",,,"Onondaga County, New York",61359,"Onondaga County, New York",834
"G3600690","2015-2019","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069",,,"Ontario County, New York",64944,"Ontario County, New York",1552
"G3600710","2015-2019","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071",,,"Orange County, New York",79944,"Orange County, New York",1449
"G3600730","2015-2019","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073",,,"Orleans County, New York",52620,"Orleans County, New York",1737
"G3600750","2015-2019","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075",,,"Oswego County, New York",55967,"Oswego County, New York",1566
"G3600770","2015-2019","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077",,,"Otsego County, New York",54028,"Otsego County, New York",1607
"G3600790","2015-2019","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079",,,"Putnam County, New York",104486,"Putnam County, New York",3292
"G3600810","2015-2019","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081",,,"Queens County, New York",68666,"Queens County, New York",629
"G3600830","2015-2019","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083",,,"Rensselaer County, New York",68991,"Rensselaer County, New York",1561
"G3600850","2015-2019","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085",,,"Richmond County, New York",82783,"Richmond County, New York",1795
"G3600870","2015-2019","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087",,,"Rockland County, New York",93024,"Rockland County, New York",2097
"G3600890","2015-2019","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089",,,"St. Lawrence County, New York",50940,"St. Lawrence County, New York",1535
"G3600910","2015-2019","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091",,,"Saratoga County, New York",84291,"Saratoga County, New York",1506
"G3600930","2015-2019","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093",,,"Schenectady County, New York",65499,"Schenectady County, New York",1957
"G3600950","2015-2019","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095",,,"Schoharie County, New York",57714,"Schoharie County, New York",2408
"G3600970","2015-2019","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097",,,"Schuyler County, New York",52327,"Schuyler County, New York",3630
"G3600990","2015-2019","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099",,,"Seneca County, New York",54545,"Seneca County, New York",1638
"G3601010","2015-2019","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101",,,"Steuben County, New York",53663,"Steuben County, New York",1101
"G3601030","2015-2019","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103",,,"Suffolk County, New York",101031,"Suffolk County, New York",1050
"G3601050","2015-2019","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105",,,"Sullivan County, New York",57426,"Sullivan County, New York",2943
"G3601070","2015-2019","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107",,,"Tioga County, New York",62999,"Tioga County, New York",1954
"G3601090","2015-2019","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109",,,"Tompkins County, New York",60240,"Tompkins County, New York",1981
"G3601110","2015-2019","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111",,,"Ulster County, New York",64304,"Ulster County, New York",1347
"G3601130","2015-2019","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113",,,"Warren County, New York",61024,"Warren County, New York",2029
"G3601150","2015-2019","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115",,,"Washington County, New York",57258,"Washington County, New York",3040
"G3601170","2015-2019","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117",,,"Wayne County, New York",59449,"Wayne County, New York",1788
"G3601190","2015-2019","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119",,,"Westchester County, New York",96610,"Westchester County, New York",1221
"G3601210","2015-2019","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121",,,"Wyoming County, New York",58052,"Wyoming County, New York",2436
"G3601230","2015-2019","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123",,,"Yates County, New York",56563,"Yates County, New York",2764
"G3700010","2015-2019","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001",,,"Alamance County, North Carolina",49688,"Alamance County, North Carolina",1485
"G3700030","2015-2019","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003",,,"Alexander County, North Carolina",48756,"Alexander County, North Carolina",2452
"G3700050","2015-2019","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005",,,"Alleghany County, North Carolina",37830,"Alleghany County, North Carolina",3571
"G3700070","2015-2019","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007",,,"Anson County, North Carolina",40213,"Anson County, North Carolina",3750
"G3700090","2015-2019","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009",,,"Ashe County, North Carolina",40962,"Ashe County, North Carolina",2627
"G3700110","2015-2019","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011",,,"Avery County, North Carolina",40340,"Avery County, North Carolina",3613
"G3700130","2015-2019","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013",,,"Beaufort County, North Carolina",45212,"Beaufort County, North Carolina",4100
"G3700150","2015-2019","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015",,,"Bertie County, North Carolina",35527,"Bertie County, North Carolina",2262
"G3700170","2015-2019","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017",,,"Bladen County, North Carolina",36173,"Bladen County, North Carolina",3441
"G3700190","2015-2019","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019",,,"Brunswick County, North Carolina",58236,"Brunswick County, North Carolina",1634
"G3700210","2015-2019","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021",,,"Buncombe County, North Carolina",52207,"Buncombe County, North Carolina",1072
"G3700230","2015-2019","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023",,,"Burke County, North Carolina",44557,"Burke County, North Carolina",1633
"G3700250","2015-2019","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025",,,"Cabarrus County, North Carolina",67328,"Cabarrus County, North Carolina",1932
"G3700270","2015-2019","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027",,,"Caldwell County, North Carolina",44511,"Caldwell County, North Carolina",1467
"G3700290","2015-2019","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029",,,"Camden County, North Carolina",64572,"Camden County, North Carolina",6042
"G3700310","2015-2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031",,,"Carteret County, North Carolina",57194,"Carteret County, North Carolina",2086
"G3700330","2015-2019","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033",,,"Caswell County, North Carolina",45733,"Caswell County, North Carolina",3301
"G3700350","2015-2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035",,,"Catawba County, North Carolina",52056,"Catawba County, North Carolina",1293
"G3700370","2015-2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037",,,"Chatham County, North Carolina",67031,"Chatham County, North Carolina",2974
"G3700390","2015-2019","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039",,,"Cherokee County, North Carolina",41438,"Cherokee County, North Carolina",2426
"G3700410","2015-2019","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041",,,"Chowan County, North Carolina",46519,"Chowan County, North Carolina",4461
"G3700430","2015-2019","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043",,,"Clay County, North Carolina",42222,"Clay County, North Carolina",6192
"G3700450","2015-2019","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045",,,"Cleveland County, North Carolina",42247,"Cleveland County, North Carolina",1453
"G3700470","2015-2019","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047",,,"Columbus County, North Carolina",37628,"Columbus County, North Carolina",2251
"G3700490","2015-2019","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049",,,"Craven County, North Carolina",52687,"Craven County, North Carolina",1545
"G3700510","2015-2019","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051",,,"Cumberland County, North Carolina",46875,"Cumberland County, North Carolina",771
"G3700530","2015-2019","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053",,,"Currituck County, North Carolina",69964,"Currituck County, North Carolina",4684
"G3700550","2015-2019","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055",,,"Dare County, North Carolina",59381,"Dare County, North Carolina",3316
"G3700570","2015-2019","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057",,,"Davidson County, North Carolina",49546,"Davidson County, North Carolina",1436
"G3700590","2015-2019","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059",,,"Davie County, North Carolina",60434,"Davie County, North Carolina",3243
"G3700610","2015-2019","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061",,,"Duplin County, North Carolina",41764,"Duplin County, North Carolina",2136
"G3700630","2015-2019","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063",,,"Durham County, North Carolina",60958,"Durham County, North Carolina",1645
"G3700650","2015-2019","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065",,,"Edgecombe County, North Carolina",36866,"Edgecombe County, North Carolina",1916
"G3700670","2015-2019","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067",,,"Forsyth County, North Carolina",51569,"Forsyth County, North Carolina",924
"G3700690","2015-2019","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069",,,"Franklin County, North Carolina",55193,"Franklin County, North Carolina",2457
"G3700710","2015-2019","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071",,,"Gaston County, North Carolina",52835,"Gaston County, North Carolina",994
"G3700730","2015-2019","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073",,,"Gates County, North Carolina",50750,"Gates County, North Carolina",7309
"G3700750","2015-2019","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075",,,"Graham County, North Carolina",39571,"Graham County, North Carolina",6900
"G3700770","2015-2019","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077",,,"Granville County, North Carolina",55856,"Granville County, North Carolina",3116
