GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G1700230","2015-2019","IL",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17023",,,"Clark County, Illinois",56531,"Clark County, Illinois",3145
"G1700250","2015-2019","IL",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17025",,,"Clay County, Illinois",48500,"Clay County, Illinois",2003
"G1700270","2015-2019","IL",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17027",,,"Clinton County, Illinois",66639,"Clinton County, Illinois",2799
"G1700290","2015-2019","IL",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17029",,,"Coles County, Illinois",46202,"Coles County, Illinois",2982
"G1700310","2015-2019","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17031",,,"Cook County, Illinois",64660,"Cook County, Illinois",348
"G1700330","2015-2019","IL",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17033",,,"Crawford County, Illinois",49779,"Crawford County, Illinois",2539
"G1700350","2015-2019","IL",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17035",,,"Cumberland County, Illinois",56206,"Cumberland County, Illinois",6314
"G1700370","2015-2019","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17037",,,"DeKalb County, Illinois",63317,"DeKalb County, Illinois",1940
"G1700390","2015-2019","IL",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17039",,,"De Witt County, Illinois",55587,"De Witt County, Illinois",3818
"G1700410","2015-2019","IL",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17041",,,"Douglas County, Illinois",56714,"Douglas County, Illinois",2861
"G1700430","2015-2019","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17043",,,"DuPage County, Illinois",92809,"DuPage County, Illinois",1225
"G1700450","2015-2019","IL",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17045",,,"Edgar County, Illinois",53647,"Edgar County, Illinois",4003
"G1700470","2015-2019","IL",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17047",,,"Edwards County, Illinois",51080,"Edwards County, Illinois",2986
"G1700490","2015-2019","IL",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17049",,,"Effingham County, Illinois",56685,"Effingham County, Illinois",2748
"G1700510","2015-2019","IL",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17051",,,"Fayette County, Illinois",46650,"Fayette County, Illinois",2696
